Year,Stage,Jury or Televoting,From country,To country,Points
2002,f,T,France,Austria,0
2002,f,T,France,Belgium,2
2002,f,T,France,Bosnia & Herzegovina,0
2002,f,T,France,Croatia,0
2002,f,T,France,Cyprus,0
2002,f,T,France,Denmark,0
2002,f,T,France,Estonia,0
2002,f,T,France,F.Y.R. Macedonia,0
2002,f,T,France,Finland,0
2002,f,T,France,France,0
2002,f,T,France,Germany,0
2002,f,T,France,Greece,0
2002,f,T,France,Israel,10
2002,f,T,France,Latvia,8
2002,f,T,France,Lithuania,0
2002,f,T,France,Malta,6
2002,f,T,France,Romania,4
2002,f,T,France,Russia,0
2002,f,T,France,Slovenia,5
2002,f,T,France,Spain,12
2002,f,T,France,Sweden,0
2002,f,T,France,Switzerland,3
2002,f,T,France,Turkey,7
2002,f,T,France,United Kingdom,1
2002,f,T,Germany,Austria,0
2002,f,T,Germany,Belgium,0
2002,f,T,Germany,Bosnia & Herzegovina,0
2002,f,T,Germany,Croatia,3
2002,f,T,Germany,Cyprus,0
2002,f,T,Germany,Denmark,0
2002,f,T,Germany,Estonia,4
2002,f,T,Germany,F.Y.R. Macedonia,0
2002,f,T,Germany,Finland,0
2002,f,T,Germany,France,6
2002,f,T,Germany,Germany,0
2002,f,T,Germany,Greece,0
2002,f,T,Germany,Israel,5
2002,f,T,Germany,Latvia,12
2002,f,T,Germany,Lithuania,0
2002,f,T,Germany,Malta,10
2002,f,T,Germany,Romania,1
2002,f,T,Germany,Russia,0
2002,f,T,Germany,Slovenia,0
2002,f,T,Germany,Spain,7
2002,f,T,Germany,Sweden,0
2002,f,T,Germany,Switzerland,2
2002,f,T,Germany,Turkey,0
2002,f,T,Germany,United Kingdom,8
2002,f,50/50,Greece,Austria,0
2002,f,50/50,Greece,Belgium,0
2002,f,50/50,Greece,Bosnia & Herzegovina,0
2002,f,50/50,Greece,Croatia,5
2002,f,50/50,Greece,Cyprus,12
2002,f,50/50,Greece,Denmark,0
2002,f,50/50,Greece,Estonia,0
2002,f,50/50,Greece,F.Y.R. Macedonia,0
2002,f,50/50,Greece,Finland,0
2002,f,50/50,Greece,France,3
2002,f,50/50,Greece,Germany,0
2002,f,50/50,Greece,Greece,0
2002,f,50/50,Greece,Israel,0
2002,f,50/50,Greece,Latvia,10
2002,f,50/50,Greece,Lithuania,0
2002,f,50/50,Greece,Malta,6
2002,f,50/50,Greece,Romania,8
2002,f,50/50,Greece,Russia,2
2002,f,50/50,Greece,Slovenia,0
2002,f,50/50,Greece,Spain,4
2002,f,50/50,Greece,Sweden,1
2002,f,50/50,Greece,Switzerland,0
2002,f,50/50,Greece,Turkey,0
2002,f,50/50,Greece,United Kingdom,7
2002,f,T,Israel,Austria,0
2002,f,T,Israel,Belgium,0
2002,f,T,Israel,Bosnia & Herzegovina,0
2002,f,T,Israel,Croatia,0
2002,f,T,Israel,Cyprus,0
2002,f,T,Israel,Denmark,4
2002,f,T,Israel,Estonia,2
2002,f,T,Israel,F.Y.R. Macedonia,0
2002,f,T,Israel,Finland,0
2002,f,T,Israel,France,7
2002,f,T,Israel,Germany,0
2002,f,T,Israel,Greece,0
2002,f,T,Israel,Israel,0
2002,f,T,Israel,Latvia,12
2002,f,T,Israel,Lithuania,0
2002,f,T,Israel,Malta,10
2002,f,T,Israel,Romania,8
2002,f,T,Israel,Russia,1
2002,f,T,Israel,Slovenia,0
2002,f,T,Israel,Spain,6
2002,f,T,Israel,Sweden,3
2002,f,T,Israel,Switzerland,0
2002,f,T,Israel,Turkey,0
2002,f,T,Israel,United Kingdom,5
2002,f,T,Latvia,Austria,0
2002,f,T,Latvia,Belgium,0
2002,f,T,Latvia,Bosnia & Herzegovina,0
2002,f,T,Latvia,Croatia,0
2002,f,T,Latvia,Cyprus,8
2002,f,T,Latvia,Denmark,0
2002,f,T,Latvia,Estonia,12
2002,f,T,Latvia,F.Y.R. Macedonia,0
2002,f,T,Latvia,Finland,0
2002,f,T,Latvia,France,2
2002,f,T,Latvia,Germany,0
2002,f,T,Latvia,Greece,0
2002,f,T,Latvia,Israel,3
2002,f,T,Latvia,Latvia,0
2002,f,T,Latvia,Lithuania,6
2002,f,T,Latvia,Malta,7
2002,f,T,Latvia,Romania,0
2002,f,T,Latvia,Russia,10
2002,f,T,Latvia,Slovenia,0
2002,f,T,Latvia,Spain,0
2002,f,T,Latvia,Sweden,4
2002,f,T,Latvia,Switzerland,1
2002,f,T,Latvia,Turkey,0
2002,f,T,Latvia,United Kingdom,5
2002,f,50/50,Lithuania,Austria,0
2002,f,50/50,Lithuania,Belgium,2
2002,f,50/50,Lithuania,Bosnia & Herzegovina,0
2002,f,50/50,Lithuania,Croatia,0
2002,f,50/50,Lithuania,Cyprus,4
2002,f,50/50,Lithuania,Denmark,1
2002,f,50/50,Lithuania,Estonia,7
2002,f,50/50,Lithuania,F.Y.R. Macedonia,0
2002,f,50/50,Lithuania,Finland,0
2002,f,50/50,Lithuania,France,5
2002,f,50/50,Lithuania,Germany,0
2002,f,50/50,Lithuania,Greece,0
2002,f,50/50,Lithuania,Israel,0
2002,f,50/50,Lithuania,Latvia,12
2002,f,50/50,Lithuania,Lithuania,0
2002,f,50/50,Lithuania,Malta,3
2002,f,50/50,Lithuania,Romania,0
2002,f,50/50,Lithuania,Russia,6
2002,f,50/50,Lithuania,Slovenia,0
2002,f,50/50,Lithuania,Spain,0
2002,f,50/50,Lithuania,Sweden,10
2002,f,50/50,Lithuania,Switzerland,0
2002,f,50/50,Lithuania,Turkey,0
2002,f,50/50,Lithuania,United Kingdom,8
2002,f,50/50,Malta,Austria,0
2002,f,50/50,Malta,Belgium,0
2002,f,50/50,Malta,Bosnia & Herzegovina,3
2002,f,50/50,Malta,Croatia,0
2002,f,50/50,Malta,Cyprus,12
2002,f,50/50,Malta,Denmark,1
2002,f,50/50,Malta,Estonia,2
2002,f,50/50,Malta,F.Y.R. Macedonia,5
2002,f,50/50,Malta,Finland,0
2002,f,50/50,Malta,France,0
2002,f,50/50,Malta,Germany,4
2002,f,50/50,Malta,Greece,0
2002,f,50/50,Malta,Israel,0
2002,f,50/50,Malta,Latvia,7
2002,f,50/50,Malta,Lithuania,0
2002,f,50/50,Malta,Malta,0
2002,f,50/50,Malta,Romania,6
2002,f,50/50,Malta,Russia,8
2002,f,50/50,Malta,Slovenia,0
2002,f,50/50,Malta,Spain,0
2002,f,50/50,Malta,Sweden,0
2002,f,50/50,Malta,Switzerland,0
2002,f,50/50,Malta,Turkey,0
2002,f,50/50,Malta,United Kingdom,10
2002,f,J,Romania,Austria,0
2002,f,J,Romania,Belgium,0
2002,f,J,Romania,Bosnia & Herzegovina,0
2002,f,J,Romania,Croatia,0
2002,f,J,Romania,Cyprus,8
2002,f,J,Romania,Denmark,0
2002,f,J,Romania,Estonia,2
2002,f,J,Romania,F.Y.R. Macedonia,12
2002,f,J,Romania,Finland,0
2002,f,J,Romania,France,4
2002,f,J,Romania,Germany,1
2002,f,J,Romania,Greece,6
2002,f,J,Romania,Israel,5
2002,f,J,Romania,Latvia,0
2002,f,J,Romania,Lithuania,0
2002,f,J,Romania,Malta,0
2002,f,J,Romania,Romania,0
2002,f,J,Romania,Russia,10
2002,f,J,Romania,Slovenia,0
2002,f,J,Romania,Spain,0
2002,f,J,Romania,Sweden,0
2002,f,J,Romania,Switzerland,3
2002,f,J,Romania,Turkey,7
2002,f,J,Romania,United Kingdom,0
2002,f,J,Russia,Austria,1
2002,f,J,Russia,Belgium,7
2002,f,J,Russia,Bosnia & Herzegovina,0
2002,f,J,Russia,Croatia,0
2002,f,J,Russia,Cyprus,6
2002,f,J,Russia,Denmark,0
2002,f,J,Russia,Estonia,3
2002,f,J,Russia,F.Y.R. Macedonia,0
2002,f,J,Russia,Finland,0
2002,f,J,Russia,France,0
2002,f,J,Russia,Germany,2
2002,f,J,Russia,Greece,8
2002,f,J,Russia,Israel,0
2002,f,J,Russia,Latvia,10
2002,f,J,Russia,Lithuania,4
2002,f,J,Russia,Malta,5
2002,f,J,Russia,Romania,12
2002,f,J,Russia,Russia,0
2002,f,J,Russia,Slovenia,0
2002,f,J,Russia,Spain,0
2002,f,J,Russia,Sweden,0
2002,f,J,Russia,Switzerland,0
2002,f,J,Russia,Turkey,0
2002,f,J,Russia,United Kingdom,0
2002,f,50/50,Slovenia,Austria,0
2002,f,50/50,Slovenia,Belgium,0
2002,f,50/50,Slovenia,Bosnia & Herzegovina,2
2002,f,50/50,Slovenia,Croatia,12
2002,f,50/50,Slovenia,Cyprus,4
2002,f,50/50,Slovenia,Denmark,0
2002,f,50/50,Slovenia,Estonia,6
2002,f,50/50,Slovenia,F.Y.R. Macedonia,0
2002,f,50/50,Slovenia,Finland,0
2002,f,50/50,Slovenia,France,3
2002,f,50/50,Slovenia,Germany,0
2002,f,50/50,Slovenia,Greece,0
2002,f,50/50,Slovenia,Israel,0
2002,f,50/50,Slovenia,Latvia,5
2002,f,50/50,Slovenia,Lithuania,0
2002,f,50/50,Slovenia,Malta,10
2002,f,50/50,Slovenia,Romania,0
2002,f,50/50,Slovenia,Russia,0
2002,f,50/50,Slovenia,Slovenia,0
2002,f,50/50,Slovenia,Spain,0
2002,f,50/50,Slovenia,Sweden,7
2002,f,50/50,Slovenia,Switzerland,1
2002,f,50/50,Slovenia,Turkey,0
2002,f,50/50,Slovenia,United Kingdom,8
2002,f,50/50,Spain,Austria,0
2002,f,50/50,Spain,Belgium,1
2002,f,50/50,Spain,Bosnia & Herzegovina,3
2002,f,50/50,Spain,Croatia,0
2002,f,50/50,Spain,Cyprus,6
2002,f,50/50,Spain,Denmark,0
2002,f,50/50,Spain,Estonia,0
2002,f,50/50,Spain,F.Y.R. Macedonia,0
2002,f,50/50,Spain,Finland,0
2002,f,50/50,Spain,France,8
2002,f,50/50,Spain,Germany,2
2002,f,50/50,Spain,Greece,0
2002,f,50/50,Spain,Israel,0
2002,f,50/50,Spain,Latvia,12
2002,f,50/50,Spain,Lithuania,0
2002,f,50/50,Spain,Malta,10
2002,f,50/50,Spain,Romania,5
2002,f,50/50,Spain,Russia,0
2002,f,50/50,Spain,Slovenia,7
2002,f,50/50,Spain,Spain,0
2002,f,50/50,Spain,Sweden,0
2002,f,50/50,Spain,Switzerland,0
2002,f,50/50,Spain,Turkey,4
2002,f,50/50,Spain,United Kingdom,0
2002,f,T,Sweden,Austria,0
2002,f,T,Sweden,Belgium,3
2002,f,T,Sweden,Bosnia & Herzegovina,6
2002,f,T,Sweden,Croatia,0
2002,f,T,Sweden,Cyprus,1
2002,f,T,Sweden,Denmark,0
2002,f,T,Sweden,Estonia,12
2002,f,T,Sweden,F.Y.R. Macedonia,0
2002,f,T,Sweden,Finland,10
2002,f,T,Sweden,France,8
2002,f,T,Sweden,Germany,0
2002,f,T,Sweden,Greece,0
2002,f,T,Sweden,Israel,0
2002,f,T,Sweden,Latvia,5
2002,f,T,Sweden,Lithuania,0
2002,f,T,Sweden,Malta,4
2002,f,T,Sweden,Romania,0
2002,f,T,Sweden,Russia,0
2002,f,T,Sweden,Slovenia,0
2002,f,T,Sweden,Spain,7
2002,f,T,Sweden,Sweden,0
2002,f,T,Sweden,Switzerland,0
2002,f,T,Sweden,Turkey,0
2002,f,T,Sweden,United Kingdom,2
2002,f,T,Switzerland,Austria,7
2002,f,T,Switzerland,Belgium,0
2002,f,T,Switzerland,Bosnia & Herzegovina,0
2002,f,T,Switzerland,Croatia,5
2002,f,T,Switzerland,Cyprus,0
2002,f,T,Switzerland,Denmark,0
2002,f,T,Switzerland,Estonia,0
2002,f,T,Switzerland,F.Y.R. Macedonia,0
2002,f,T,Switzerland,Finland,0
2002,f,T,Switzerland,France,10
2002,f,T,Switzerland,Germany,3
2002,f,T,Switzerland,Greece,0
2002,f,T,Switzerland,Israel,1
2002,f,T,Switzerland,Latvia,8
2002,f,T,Switzerland,Lithuania,0
2002,f,T,Switzerland,Malta,4
2002,f,T,Switzerland,Romania,0
2002,f,T,Switzerland,Russia,0
2002,f,T,Switzerland,Slovenia,2
2002,f,T,Switzerland,Spain,12
2002,f,T,Switzerland,Sweden,0
2002,f,T,Switzerland,Switzerland,0
2002,f,T,Switzerland,Turkey,0
2002,f,T,Switzerland,United Kingdom,6
2002,f,J,Turkey,Austria,12
2002,f,J,Turkey,Belgium,10
2002,f,J,Turkey,Bosnia & Herzegovina,0
2002,f,J,Turkey,Croatia,0
2002,f,J,Turkey,Cyprus,0
2002,f,J,Turkey,Denmark,1
2002,f,J,Turkey,Estonia,8
2002,f,J,Turkey,F.Y.R. Macedonia,0
2002,f,J,Turkey,Finland,0
2002,f,J,Turkey,France,0
2002,f,J,Turkey,Germany,3
2002,f,J,Turkey,Greece,0
2002,f,J,Turkey,Israel,0
2002,f,J,Turkey,Latvia,6
2002,f,J,Turkey,Lithuania,0
2002,f,J,Turkey,Malta,5
2002,f,J,Turkey,Romania,7
2002,f,J,Turkey,Russia,0
2002,f,J,Turkey,Slovenia,0
2002,f,J,Turkey,Spain,0
2002,f,J,Turkey,Sweden,4
2002,f,J,Turkey,Switzerland,0
2002,f,J,Turkey,Turkey,0
2002,f,J,Turkey,United Kingdom,2
2002,f,T,United Kingdom,Austria,0
2002,f,T,United Kingdom,Belgium,4
2002,f,T,United Kingdom,Bosnia & Herzegovina,0
2002,f,T,United Kingdom,Croatia,0
2002,f,T,United Kingdom,Cyprus,3
2002,f,T,United Kingdom,Denmark,0
2002,f,T,United Kingdom,Estonia,7
2002,f,T,United Kingdom,F.Y.R. Macedonia,0
2002,f,T,United Kingdom,Finland,0
2002,f,T,United Kingdom,France,10
2002,f,T,United Kingdom,Germany,0
2002,f,T,United Kingdom,Greece,0
2002,f,T,United Kingdom,Israel,5
2002,f,T,United Kingdom,Latvia,8
2002,f,T,United Kingdom,Lithuania,0
2002,f,T,United Kingdom,Malta,12
2002,f,T,United Kingdom,Romania,0
2002,f,T,United Kingdom,Russia,0
2002,f,T,United Kingdom,Slovenia,6
2002,f,T,United Kingdom,Spain,2
2002,f,T,United Kingdom,Sweden,1
2002,f,T,United Kingdom,Switzerland,0
2002,f,T,United Kingdom,Turkey,0
2002,f,T,United Kingdom,United Kingdom,0
2003,f,T,Austria,Austria,0
2003,f,T,Austria,Belgium,4
2003,f,T,Austria,Bosnia & Herzegovina,7
2003,f,T,Austria,Croatia,5
2003,f,T,Austria,Cyprus,0
2003,f,T,Austria,Estonia,0
2003,f,T,Austria,France,0
2003,f,T,Austria,Germany,1
2003,f,T,Austria,Greece,0
2003,f,T,Austria,Iceland,0
2003,f,T,Austria,Ireland,0
2003,f,T,Austria,Israel,0
2003,f,T,Austria,Lithuania,0
2003,f,T,Austria,Malta,0
2003,f,T,Austria,Norway,2
2003,f,T,Austria,Poland,10
2003,f,T,Austria,Portugal,0
2003,f,T,Austria,Romania,6
2003,f,T,Austria,Russia,8
2003,f,T,Austria,Slovenia,0
2003,f,T,Austria,Spain,0
2003,f,T,Austria,Sweden,3
2003,f,T,Austria,The Netherlands,0
2003,f,T,Austria,Turkey,12
2003,f,T,Austria,Ukraine,0
2003,f,T,Austria,United Kingdom,0
2003,f,T,Belgium,Austria,2
2003,f,T,Belgium,Belgium,0
2003,f,T,Belgium,Bosnia & Herzegovina,0
2003,f,T,Belgium,Croatia,0
2003,f,T,Belgium,Cyprus,0
2003,f,T,Belgium,Estonia,0
2003,f,T,Belgium,France,0
2003,f,T,Belgium,Germany,0
2003,f,T,Belgium,Greece,0
2003,f,T,Belgium,Iceland,3
2003,f,T,Belgium,Ireland,1
2003,f,T,Belgium,Israel,0
2003,f,T,Belgium,Lithuania,0
2003,f,T,Belgium,Malta,0
2003,f,T,Belgium,Norway,6
2003,f,T,Belgium,Poland,5
2003,f,T,Belgium,Portugal,0
2003,f,T,Belgium,Romania,0
2003,f,T,Belgium,Russia,7
2003,f,T,Belgium,Slovenia,0
2003,f,T,Belgium,Spain,10
2003,f,T,Belgium,Sweden,4
2003,f,T,Belgium,The Netherlands,8
2003,f,T,Belgium,Turkey,12
2003,f,T,Belgium,Ukraine,0
2003,f,T,Belgium,United Kingdom,0
2003,f,J,Bosnia & Herzegovina,Austria,5
2003,f,J,Bosnia & Herzegovina,Belgium,10
2003,f,J,Bosnia & Herzegovina,Bosnia & Herzegovina,0
2003,f,J,Bosnia & Herzegovina,Croatia,6
2003,f,J,Bosnia & Herzegovina,Cyprus,0
2003,f,J,Bosnia & Herzegovina,Estonia,0
2003,f,J,Bosnia & Herzegovina,France,8
2003,f,J,Bosnia & Herzegovina,Germany,0
2003,f,J,Bosnia & Herzegovina,Greece,0
2003,f,J,Bosnia & Herzegovina,Iceland,0
2003,f,J,Bosnia & Herzegovina,Ireland,0
2003,f,J,Bosnia & Herzegovina,Israel,0
2003,f,J,Bosnia & Herzegovina,Lithuania,0
2003,f,J,Bosnia & Herzegovina,Malta,0
2003,f,J,Bosnia & Herzegovina,Norway,0
2003,f,J,Bosnia & Herzegovina,Poland,0
2003,f,J,Bosnia & Herzegovina,Portugal,0
2003,f,J,Bosnia & Herzegovina,Romania,7
2003,f,J,Bosnia & Herzegovina,Russia,3
2003,f,J,Bosnia & Herzegovina,Slovenia,4
2003,f,J,Bosnia & Herzegovina,Spain,0
2003,f,J,Bosnia & Herzegovina,Sweden,1
2003,f,J,Bosnia & Herzegovina,The Netherlands,2
2003,f,J,Bosnia & Herzegovina,Turkey,12
2003,f,J,Bosnia & Herzegovina,Ukraine,0
2003,f,J,Bosnia & Herzegovina,United Kingdom,0
2003,f,T,Croatia,Austria,5
2003,f,T,Croatia,Belgium,0
2003,f,T,Croatia,Bosnia & Herzegovina,8
2003,f,T,Croatia,Croatia,0
2003,f,T,Croatia,Cyprus,0
2003,f,T,Croatia,Estonia,0
2003,f,T,Croatia,France,0
2003,f,T,Croatia,Germany,0
2003,f,T,Croatia,Greece,0
2003,f,T,Croatia,Iceland,6
2003,f,T,Croatia,Ireland,4
2003,f,T,Croatia,Israel,0
2003,f,T,Croatia,Lithuania,0
2003,f,T,Croatia,Malta,0
2003,f,T,Croatia,Norway,0
2003,f,T,Croatia,Poland,0
2003,f,T,Croatia,Portugal,0
2003,f,T,Croatia,Romania,1
2003,f,T,Croatia,Russia,12
2003,f,T,Croatia,Slovenia,3
2003,f,T,Croatia,Spain,7
2003,f,T,Croatia,Sweden,2
2003,f,T,Croatia,The Netherlands,0
2003,f,T,Croatia,Turkey,10
2003,f,T,Croatia,Ukraine,0
2003,f,T,Croatia,United Kingdom,0
2003,f,T,Cyprus,Austria,4
2003,f,T,Cyprus,Belgium,3
2003,f,T,Cyprus,Bosnia & Herzegovina,0
2003,f,T,Cyprus,Croatia,0
2003,f,T,Cyprus,Cyprus,0
2003,f,T,Cyprus,Estonia,0
2003,f,T,Cyprus,France,0
2003,f,T,Cyprus,Germany,0
2003,f,T,Cyprus,Greece,12
2003,f,T,Cyprus,Iceland,5
2003,f,T,Cyprus,Ireland,7
2003,f,T,Cyprus,Israel,0
2003,f,T,Cyprus,Lithuania,0
2003,f,T,Cyprus,Malta,0
2003,f,T,Cyprus,Norway,0
2003,f,T,Cyprus,Poland,0
2003,f,T,Cyprus,Portugal,0
2003,f,T,Cyprus,Romania,2
2003,f,T,Cyprus,Russia,10
2003,f,T,Cyprus,Slovenia,0
2003,f,T,Cyprus,Spain,6
2003,f,T,Cyprus,Sweden,1
2003,f,T,Cyprus,The Netherlands,0
2003,f,T,Cyprus,Turkey,8
2003,f,T,Cyprus,Ukraine,0
2003,f,T,Cyprus,United Kingdom,0
2003,f,T,Estonia,Austria,6
2003,f,T,Estonia,Belgium,8
2003,f,T,Estonia,Bosnia & Herzegovina,0
2003,f,T,Estonia,Croatia,0
2003,f,T,Estonia,Cyprus,0
2003,f,T,Estonia,Estonia,0
2003,f,T,Estonia,France,0
2003,f,T,Estonia,Germany,2
2003,f,T,Estonia,Greece,0
2003,f,T,Estonia,Iceland,1
2003,f,T,Estonia,Ireland,0
2003,f,T,Estonia,Israel,0
2003,f,T,Estonia,Lithuania,5
2003,f,T,Estonia,Malta,0
2003,f,T,Estonia,Norway,10
2003,f,T,Estonia,Poland,4
2003,f,T,Estonia,Portugal,0
2003,f,T,Estonia,Romania,0
2003,f,T,Estonia,Russia,12
2003,f,T,Estonia,Slovenia,0
2003,f,T,Estonia,Spain,0
2003,f,T,Estonia,Sweden,7
2003,f,T,Estonia,The Netherlands,0
2003,f,T,Estonia,Turkey,0
2003,f,T,Estonia,Ukraine,3
2003,f,T,Estonia,United Kingdom,0
2003,f,T,France,Austria,0
2003,f,T,France,Belgium,12
2003,f,T,France,Bosnia & Herzegovina,0
2003,f,T,France,Croatia,0
2003,f,T,France,Cyprus,0
2003,f,T,France,Estonia,0
2003,f,T,France,France,0
2003,f,T,France,Germany,0
2003,f,T,France,Greece,0
2003,f,T,France,Iceland,1
2003,f,T,France,Ireland,0
2003,f,T,France,Israel,8
2003,f,T,France,Lithuania,0
2003,f,T,France,Malta,0
2003,f,T,France,Norway,3
2003,f,T,France,Poland,5
2003,f,T,France,Portugal,6
2003,f,T,France,Romania,4
2003,f,T,France,Russia,7
2003,f,T,France,Slovenia,0
2003,f,T,France,Spain,0
2003,f,T,France,Sweden,2
2003,f,T,France,The Netherlands,0
2003,f,T,France,Turkey,10
2003,f,T,France,Ukraine,0
2003,f,T,France,United Kingdom,0
2003,f,T,Germany,Austria,2
2003,f,T,Germany,Belgium,6
2003,f,T,Germany,Bosnia & Herzegovina,0
2003,f,T,Germany,Croatia,0
2003,f,T,Germany,Cyprus,0
2003,f,T,Germany,Estonia,0
2003,f,T,Germany,France,0
2003,f,T,Germany,Germany,0
2003,f,T,Germany,Greece,5
2003,f,T,Germany,Iceland,1
2003,f,T,Germany,Ireland,0
2003,f,T,Germany,Israel,0
2003,f,T,Germany,Lithuania,0
2003,f,T,Germany,Malta,0
2003,f,T,Germany,Norway,7
2003,f,T,Germany,Poland,12
2003,f,T,Germany,Portugal,0
2003,f,T,Germany,Romania,4
2003,f,T,Germany,Russia,8
2003,f,T,Germany,Slovenia,0
2003,f,T,Germany,Spain,0
2003,f,T,Germany,Sweden,3
2003,f,T,Germany,The Netherlands,0
2003,f,T,Germany,Turkey,10
2003,f,T,Germany,Ukraine,0
2003,f,T,Germany,United Kingdom,0
2003,f,T,Greece,Austria,2
2003,f,T,Greece,Belgium,8
2003,f,T,Greece,Bosnia & Herzegovina,0
2003,f,T,Greece,Croatia,1
2003,f,T,Greece,Cyprus,12
2003,f,T,Greece,Estonia,0
2003,f,T,Greece,France,0
2003,f,T,Greece,Germany,0
2003,f,T,Greece,Greece,0
2003,f,T,Greece,Iceland,0
2003,f,T,Greece,Ireland,0
2003,f,T,Greece,Israel,3
2003,f,T,Greece,Lithuania,0
2003,f,T,Greece,Malta,0
2003,f,T,Greece,Norway,0
2003,f,T,Greece,Poland,6
2003,f,T,Greece,Portugal,0
2003,f,T,Greece,Romania,4
2003,f,T,Greece,Russia,10
2003,f,T,Greece,Slovenia,0
2003,f,T,Greece,Spain,5
2003,f,T,Greece,Sweden,0
2003,f,T,Greece,The Netherlands,0
2003,f,T,Greece,Turkey,7
2003,f,T,Greece,Ukraine,0
2003,f,T,Greece,United Kingdom,0
2003,f,T,Iceland,Austria,10
2003,f,T,Iceland,Belgium,7
2003,f,T,Iceland,Bosnia & Herzegovina,0
2003,f,T,Iceland,Croatia,0
2003,f,T,Iceland,Cyprus,0
2003,f,T,Iceland,Estonia,1
2003,f,T,Iceland,France,0
2003,f,T,Iceland,Germany,8
2003,f,T,Iceland,Greece,0
2003,f,T,Iceland,Iceland,0
2003,f,T,Iceland,Ireland,2
2003,f,T,Iceland,Israel,0
2003,f,T,Iceland,Lithuania,0
2003,f,T,Iceland,Malta,0
2003,f,T,Iceland,Norway,12
2003,f,T,Iceland,Poland,0
2003,f,T,Iceland,Portugal,0
2003,f,T,Iceland,Romania,0
2003,f,T,Iceland,Russia,4
2003,f,T,Iceland,Slovenia,0
2003,f,T,Iceland,Spain,6
2003,f,T,Iceland,Sweden,5
2003,f,T,Iceland,The Netherlands,0
2003,f,T,Iceland,Turkey,3
2003,f,T,Iceland,Ukraine,0
2003,f,T,Iceland,United Kingdom,0
2003,f,J,Ireland,Austria,0
2003,f,J,Ireland,Belgium,10
2003,f,J,Ireland,Bosnia & Herzegovina,0
2003,f,J,Ireland,Croatia,6
2003,f,J,Ireland,Cyprus,0
2003,f,J,Ireland,Estonia,8
2003,f,J,Ireland,France,0
2003,f,J,Ireland,Germany,4
2003,f,J,Ireland,Greece,1
2003,f,J,Ireland,Iceland,7
2003,f,J,Ireland,Ireland,0
2003,f,J,Ireland,Israel,0
2003,f,J,Ireland,Lithuania,0
2003,f,J,Ireland,Malta,3
2003,f,J,Ireland,Norway,12
2003,f,J,Ireland,Poland,0
2003,f,J,Ireland,Portugal,2
2003,f,J,Ireland,Romania,0
2003,f,J,Ireland,Russia,0
2003,f,J,Ireland,Slovenia,0
2003,f,J,Ireland,Spain,0
2003,f,J,Ireland,Sweden,0
2003,f,J,Ireland,The Netherlands,5
2003,f,J,Ireland,Turkey,0
2003,f,J,Ireland,Ukraine,0
2003,f,J,Ireland,United Kingdom,0
2003,f,T,Israel,Austria,0
2003,f,T,Israel,Belgium,8
2003,f,T,Israel,Bosnia & Herzegovina,0
2003,f,T,Israel,Croatia,0
2003,f,T,Israel,Cyprus,1
2003,f,T,Israel,Estonia,0
2003,f,T,Israel,France,0
2003,f,T,Israel,Germany,0
2003,f,T,Israel,Greece,0
2003,f,T,Israel,Iceland,0
2003,f,T,Israel,Ireland,0
2003,f,T,Israel,Israel,0
2003,f,T,Israel,Lithuania,0
2003,f,T,Israel,Malta,0
2003,f,T,Israel,Norway,3
2003,f,T,Israel,Poland,0
2003,f,T,Israel,Portugal,0
2003,f,T,Israel,Romania,6
2003,f,T,Israel,Russia,10
2003,f,T,Israel,Slovenia,0
2003,f,T,Israel,Spain,12
2003,f,T,Israel,Sweden,5
2003,f,T,Israel,The Netherlands,2
2003,f,T,Israel,Turkey,7
2003,f,T,Israel,Ukraine,4
2003,f,T,Israel,United Kingdom,0
2003,f,T,Latvia,Austria,4
2003,f,T,Latvia,Belgium,10
2003,f,T,Latvia,Bosnia & Herzegovina,0
2003,f,T,Latvia,Croatia,0
2003,f,T,Latvia,Cyprus,0
2003,f,T,Latvia,Estonia,0
2003,f,T,Latvia,France,0
2003,f,T,Latvia,Germany,2
2003,f,T,Latvia,Greece,0
2003,f,T,Latvia,Iceland,3
2003,f,T,Latvia,Ireland,1
2003,f,T,Latvia,Israel,0
2003,f,T,Latvia,Lithuania,0
2003,f,T,Latvia,Malta,0
2003,f,T,Latvia,Norway,7
2003,f,T,Latvia,Poland,8
2003,f,T,Latvia,Portugal,0
2003,f,T,Latvia,Romania,0
2003,f,T,Latvia,Russia,12
2003,f,T,Latvia,Slovenia,0
2003,f,T,Latvia,Spain,0
2003,f,T,Latvia,Sweden,6
2003,f,T,Latvia,The Netherlands,0
2003,f,T,Latvia,Turkey,0
2003,f,T,Latvia,Ukraine,5
2003,f,T,Latvia,United Kingdom,0
2003,f,T,Malta,Austria,0
2003,f,T,Malta,Belgium,0
2003,f,T,Malta,Bosnia & Herzegovina,0
2003,f,T,Malta,Croatia,0
2003,f,T,Malta,Cyprus,2
2003,f,T,Malta,Estonia,0
2003,f,T,Malta,France,0
2003,f,T,Malta,Germany,3
2003,f,T,Malta,Greece,0
2003,f,T,Malta,Iceland,12
2003,f,T,Malta,Ireland,5
2003,f,T,Malta,Israel,0
2003,f,T,Malta,Lithuania,0
2003,f,T,Malta,Malta,0
2003,f,T,Malta,Norway,6
2003,f,T,Malta,Poland,10
2003,f,T,Malta,Portugal,0
2003,f,T,Malta,Romania,0
2003,f,T,Malta,Russia,1
